"Дата","Подразделение/дивизион","Показатель","Основной прогноз в миллионах тенге (Среднее_значение_прогноза)","нижняя_граница_доверительного_интервала_прогноза","верхняя_граница_доверительного_интервала_прогноза"
"2025-09-01","Дивизион_информационных_технологий","приток","40376.095778251598","-280465.2218806310","361217.4134371350"
"2025-09-01","Дирекция_управления_проектами_(ДУП)","приток","40023.45777788180","-281187.62388519","361234.5394409530"
"2025-09-01","Дирекция_телеком-комплектации","приток","43220.566704850302","-277511.54028917","363952.6736988760"
"2025-09-01","Корпоративный_университет","приток","38768.94583286660","-281899.4417739070","359437.3334396400"
"2025-09-01","Обьединение_""Дивизион_Сеть""","приток","40128.60824006460","-281444.9350980400","361702.1515781690"
"2025-09-01","Сервисная_Фабрика","приток","42729.466760987998","-276858.44503222","362317.3785541920"
"2025-09-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","40779.254480891897","-279676.6691269110","361235.1780886950"
"2025-10-01","Дивизион_по_корпоративному_бизнесу","приток","2753.052871276430","-317819.38341727","323325.48915982700"
"2025-10-01","Дивизион_по_розничному_бизнесу","приток","2544.983422712770","-318569.7463181750","323659.71316360100"
"2025-10-01","Дивизион_информационных_технологий","приток","3168.640200678570","-317813.1441531610","324150.424554518"
"2025-10-01","Дирекция_управления_проектами_(ДУП)","приток","3431.666300815720","-317371.7179134260","324235.0505150580"
"2025-10-01","Дирекция_телеком-комплектации","приток","1531.90035891359","-319378.94548788603","322442.7462057130"
"2025-10-01","Корпоративный_университет","приток","3689.022625380910","-316375.40052257897","323753.44577334099"
"2025-10-01","Обьединение_""Дивизион_Сеть""","приток","3435.603273117800","-316879.1246071970","323750.3311534320"
"2025-10-01","Сервисная_Фабрика","приток","3021.812204670210","-317797.21152395901","323840.8359333000"
"2025-10-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","1210.6487751878","-320603.2582877090","323024.5558380850"
"2025-11-01","Дивизион_по_корпоративному_бизнесу","приток","7613.87155148606","-314327.9501871390","329555.69329011103"
"2025-11-01","Дивизион_по_розничному_бизнесу","приток","6417.87861901219","-315839.5814422260","328675.3386802500"
"2025-11-01","Дивизион_информационных_технологий","приток","1472.7340519518","-319553.7731861030","322499.2412900070"
"2025-11-01","Дирекция_управления_проектами_(ДУП)","приток","6046.058131484770","-314349.8850587970","326442.00132176600"
"2025-11-01","Дирекция_телеком-комплектации","приток","5774.545916952950","-314128.69976162701","325677.79159553302"
"2025-11-01","Корпоративный_университет","приток","6464.159860006290","-314722.7306667560","327651.0503867690"
"2025-11-01","Обьединение_""Дивизион_Сеть""","приток","7602.830121589150","-312307.60664984101","327513.2668930190"
"2025-11-01","Сервисная_Фабрика","приток","4858.878212901530","-316105.2687448120","325823.02517061500"
"2025-11-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","5565.783339555450","-315002.6036596670","326134.17033877800"
"2025-12-01","Дивизион_по_корпоративному_бизнесу","приток","26433.230733962700","-294702.64324863598","347569.1047165610"
"2025-12-01","Дивизион_по_розничному_бизнесу","приток","27308.32312229690","-293587.5397122180","348204.1859568120"
"2025-12-01","Дивизион_информационных_технологий","приток","25095.79092019650","-296796.40653902001","346987.98837941297"
"2025-12-01","Дирекция_управления_проектами_(ДУП)","приток","25778.05307877160","-295765.56310591102","347321.6692634550"
"2025-12-01","Дирекция_телеком-комплектации","приток","26374.05296393530","-294482.5058089450","347230.6117368150"
"2025-12-01","Корпоративный_университет","приток","26796.67081412820","-293599.3487036990","347192.6903319560"
"2025-12-01","Обьединение_""Дивизион_Сеть""","приток","26354.19667693700","-294502.5148439650","347210.9081978390"
"2025-12-01","Сервисная_Фабрика","приток","28909.17813471430","-292439.72331370000","350258.079583129"
"2025-12-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","25963.60810134150","-295913.9019433520","347841.118146035"
"2026-01-01","Дивизион_по_корпоративному_бизнесу","приток","7543.391177972260","-313225.1598591600","328311.94221510401"
"2026-01-01","Дивизион_по_розничному_бизнесу","приток","1926.0747980636","-320151.9607952700","324004.11039139697"
"2026-01-01","Дивизион_информационных_технологий","приток","3405.813079882440","-317703.1790982740","324514.8052580390"
"2026-01-01","Дирекция_управления_проектами_(ДУП)","приток","5870.640090818280","-314570.0918066980","326311.37198833399"
"2026-01-01","Дирекция_телеком-комплектации","приток","3122.695569629","-318241.6003650280","324486.9915042850"
"2026-01-01","Корпоративный_университет","приток","5573.983271862810","-314742.6241029900","325890.59064671601"
"2026-01-01","Обьединение_""Дивизион_Сеть""","приток","5399.3781960842","-315081.14200337","325879.8983955400"
"2026-01-01","Сервисная_Фабрика","приток","3894.271159124040","-316842.1225325120","324630.6648507600"
"2026-01-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","4238.874400813950","-317251.3790403370","325729.127841965"
"2026-02-01","Дивизион_по_корпоративному_бизнесу","приток","62505.22114646270","-258474.66454180499","383485.1068347300"
"2026-02-01","Дивизион_по_розничному_бизнесу","приток","63924.544221549600","-257656.09423567500","385505.1826787740"
"2026-02-01","Дивизион_информационных_технологий","приток","61421.10123745920","-259442.53061984","382284.7330947560"
"2026-02-01","Дирекция_управления_проектами_(ДУП)","приток","63708.123721574499","-257246.1158668410","384662.3633099900"
"2026-02-01","Дирекция_телеком-комплектации","приток","64850.61217651020","-255350.0323662450","385051.2567192650"
"2026-02-01","Корпоративный_университет","приток","62889.19845391750","-257628.7136338840","383407.11054171901"
"2026-02-01","Обьединение_""Дивизион_Сеть""","приток","64907.88184532620","-255699.14870535","385514.9123960050"
"2026-02-01","Сервисная_Фабрика","приток","62236.6454934158","-258742.38696180101","383215.6779486320"
"2026-02-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","64884.38791101270","-255329.5604055470","385098.3362275730"
"2025-03-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3196.770346052850","3094.1905890604","3299.3501030452899"
"2025-03-01","Дивизион_по_розничному_бизнесу","операционные_расходы","4555.819865360850","4456.917374350130","4654.722356371580"
"2025-03-01","Дивизион_информационных_технологий","операционные_расходы","2332.077241634120","2232.3644687775","2431.790014490770"
"2025-03-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","66.128377109492","-31.19986684887","163.4566210678540"
"2025-03-01","Дирекция_телеком-комплектации","операционные_расходы","76.863629045898","-20.066955663559","173.79421375536"
"2025-03-01","Корпоративный_университет","операционные_расходы","-73.916436703705","-171.3092539601","23.476380552694"
"2025-03-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","6826.706628723640","6721.056461739470","6932.356795707820"
"2025-03-01","Сервисная_Фабрика","операционные_расходы","2092.927870959200","1995.0873202068","2190.7684217116398"
"2025-03-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","72.624581314807","-32.317177410167","177.56634003978"
"2025-04-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","4185.187049920550","4081.626942012390","4288.747157828700"
"2025-04-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5281.292616351810","5182.146026459310","5380.4392062443103"
"2025-04-01","Дивизион_информационных_технологий","операционные_расходы","2637.593052951580","2538.4933982642","2736.692707638970"
"2025-04-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","84.43105853047","-12.94196762786","181.8040846888"
"2025-04-01","Дирекция_телеком-комплектации","операционные_расходы","97.627750256553","0.69717721333306","194.55832329977"
"2025-04-01","Корпоративный_университет","операционные_расходы","-98.235626579694","-195.69337117569","-0.77788198369706"
"2025-04-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","6802.822547794880","6693.853246092540","6911.791849497210"
"2025-04-01","Сервисная_Фабрика","операционные_расходы","2449.436087001630","2350.936400967540","2547.9357730357201"
"2025-04-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","2062.5731628493","1956.3458291827","2168.800496515970"
"2025-05-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3436.5625189183","3333.9678991135","3539.157138723070"
"2025-05-01","Дивизион_по_розничному_бизнесу","операционные_расходы","4790.156833680870","4691.013713643910","4889.299953717820"
"2025-05-01","Дивизион_информационных_технологий","операционные_расходы","2182.0053993667","2081.894619942470","2282.116178791"
"2025-05-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","98.865743010268","1.493638571023","196.2378474495130"
"2025-05-01","Дирекция_телеком-комплектации","операционные_расходы","80.6577494201","-16.274167771708","177.58966661191"
"2025-05-01","Корпоративный_университет","операционные_расходы","-142.07354509441","-239.58718556266","-44.5599046261611"
"2025-05-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","5636.845882315890","5516.965103829310","5756.726660802470"
"2025-05-01","Сервисная_Фабрика","операционные_расходы","2069.936134643240","1970.7155100582","2169.156759228310"
"2025-05-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","647.9210639659","537.68243986154","758.1596880702530"
"2025-06-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3250.3089179189","3146.846722606650","3353.771113231130"
"2025-06-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5051.46390652593","4952.404319188590","5150.523493863270"
"2025-06-01","Дивизион_информационных_технологий","операционные_расходы","2244.038779745070","2141.0465741198","2347.030985370320"
"2025-06-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","89.219331174642","-8.1392222641034","186.5778846133880"
"2025-06-01","Дирекция_телеком-комплектации","операционные_расходы","73.293209638746","-23.642434219258","170.22885349675"
"2025-06-01","Корпоративный_университет","операционные_расходы","-171.53721898064","-269.111568305303","-73.962869655986"
"2025-06-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","6174.823044068690","6036.67511202073","6312.970976116640"
"2025-06-01","Сервисная_Фабрика","операционные_расходы","2083.7518662852","1982.9302980399","2184.573434530570"
"2025-06-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","227.19863730372","110.07828700703","344.31898760041"
"2025-07-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","4403.284553050630","4295.924514493620","4510.644591607640"
"2025-07-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5621.020081788740","5521.26747030931","5720.772693268180"
"2025-07-01","Дивизион_информационных_технологий","операционные_расходы","2694.362548649890","2585.867730449740","2802.8573668500399"
"2025-07-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","84.5316796642","-12.820457956815","181.88381728522"
"2025-07-01","Дирекция_телеком-комплектации","операционные_расходы","101.71369618694","4.7672419319894","198.6601504418860"
"2025-07-01","Корпоративный_университет","операционные_расходы","-196.6239104464","-294.38199329521","-98.8658275975874"
"2025-07-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","5927.156164370270","5762.762183627790","6091.550145112750"
"2025-07-01","Сервисная_Фабрика","операционные_расходы","2142.512450558","2038.4148352904","2246.610065825620"
"2025-07-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","1060.48238638531","912.79853169631","1208.1662410743099"
"2025-08-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3708.850129878","3606.323769013680","3811.3764907422501"
"2025-08-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5182.776504854080","5083.582988360180","5281.970021347970"
"2025-08-01","Дивизион_информационных_технологий","операционные_расходы","2840.89653704589","2726.2616944691","2955.5313796226301"
"2025-08-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","96.902366934681","-0.44117197995823","194.2459058493200"
"2025-08-01","Дирекция_телеком-комплектации","операционные_расходы","117.97000808778","21.018350075576","214.92166609999"
"2025-08-01","Корпоративный_университет","операционные_расходы","-179.77683933615","-277.45988123529","-82.093797437006"
"2025-08-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","5149.040863298590","4959.834643562220","5338.247083034950"
"2025-08-01","Сервисная_Фабрика","операционные_расходы","2085.557490641040","1978.804236912280","2192.3107443697900"
"2025-08-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","282.83517687614","139.77507283872","425.89528091356"
"2025-09-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3494.643925599250","3391.954662747160","3597.33318845134"
"2025-09-01","Дивизион_по_розничному_бизнесу","операционные_расходы","4997.96152654612","4898.361586718990","5097.561466373250"
"2025-09-01","Дивизион_информационных_технологий","операционные_расходы","2475.02886140238","2350.229150841060","2599.8285719637"
"2025-09-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","71.726837623127","-25.630819060168","169.08449430642"
"2025-09-01","Дирекция_телеком-комплектации","операционные_расходы","99.145293911146","2.1797307484773","196.11085707381"
"2025-09-01","Корпоративный_университет","операционные_расходы","-224.10009518095","-321.84264915391","-126.35754120799"
"2025-09-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","4843.3092207917","4616.850369429330","5069.768072154070"
"2025-09-01","Сервисная_Фабрика","операционные_расходы","2143.196631165120","2031.928548506310","2254.464713823920"
"2025-09-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","-39.356489926343","-201.07738934212","122.36440948943"
"2025-10-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3258.921847667870","3156.230248664080","3361.61344667166"
"2025-10-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5485.532532515630","5385.818024820710","5585.247040210560"
"2025-10-01","Дивизион_информационных_технологий","операционные_расходы","2691.928750478990","2553.182880348960","2830.6746206090102"
"2025-10-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","220.33049981139","122.98109900859","317.6799006141850"
"2025-10-01","Дирекция_телеком-комплектации","операционные_расходы","113.04972933798","16.061131421602","210.0383272543590"
"2025-10-01","Корпоративный_университет","операционные_расходы","-224.34018911353","-322.14062812871","-126.5397500983470"
"2025-10-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","4511.968134400890","4245.84760137351","4778.08866742826"
"2025-10-01","Сервисная_Фабрика","операционные_расходы","2253.8678455199","2137.311887938290","2370.423803101500"
"2025-10-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","1453.792140506610","1266.3174868959","1641.2667941173700"
"2025-11-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","3751.125298391790","3648.205995491470","3854.044601292100"
"2025-11-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5208.489314200860","5108.725304739480","5308.2533236622303"
"2025-11-01","Дивизион_информационных_технологий","операционные_расходы","2550.995432861070","2398.405560576280","2703.585305145860"
"2025-11-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","39.469568488738","-57.921831534342","136.86096851182"
"2025-11-01","Дирекция_телеком-комплектации","операционные_расходы","104.95337472942","7.9423030134797","201.96444644537"
"2025-11-01","Корпоративный_университет","операционные_расходы","-222.05864789475","-319.96992940728","-124.14736638222"
"2025-11-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","4083.66573186041","3777.73502345317","4389.596440267650"
"2025-11-01","Сервисная_Фабрика","операционные_расходы","2205.5123134623","2081.568388281900","2329.4562386426301"
"2025-11-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","178.68706885213","-31.683426436608","389.0575641408580"
"2025-12-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","2410.6740821361","2307.771009938100","2513.577154334110"
"2025-12-01","Дивизион_по_розничному_бизнесу","операционные_расходы","5311.657800712790","5211.556272895020","5411.759328530560"
"2025-12-01","Дивизион_информационных_технологий","операционные_расходы","3800.196419996920","3628.840494764970","3971.5523452288598"
"2025-12-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","-68.21901172075","-165.63632924412","29.198305802625"
"2025-12-01","Дирекция_телеком-комплектации","операционные_расходы","102.03058509876","4.9898501247395","199.07132007277"
"2025-12-01","Корпоративный_университет","операционные_расходы","-250.25594454969","-348.21490255955","-152.29698653984"
"2025-12-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","3846.1605002487","3485.974979469000","4206.3460210283802"
"2025-12-01","Сервисная_Фабрика","операционные_расходы","2373.387164871","2240.7979047597","2505.976424982360"
"2025-12-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","-71.112539346541","-307.41545865478","165.1903799617"
"2026-01-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","6198.550663592130","6092.847314912660","6304.254012271600"
"2026-01-01","Дивизион_по_розничному_бизнесу","операционные_расходы","6221.930526831480","6120.810090195520","6323.050963467440"
"2026-01-01","Дивизион_информационных_технологий","операционные_расходы","3313.2167656734","3120.071785135650","3506.3617462112102"
"2026-01-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","79.571192208035","-17.818175814216","176.96056023029"
"2026-01-01","Дирекция_телеком-комплектации","операционные_расходы","188.66188616916","91.572217927684","285.7515544106320"
"2026-01-01","Корпоративный_университет","операционные_расходы","91.480205854022","-6.4316153460572","189.3920270541010"
"2026-01-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","5021.210871807700","4611.590238241660","5430.83150537375"
"2026-01-01","Сервисная_Фабрика","операционные_расходы","3815.196556660330","3670.7984027014","3959.594710619250"
"2026-01-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","6499.994821675770","6230.783933786900","6769.205709564630"
"2026-02-01","Дивизион_по_корпоративному_бизнесу","операционные_расходы","2679.3617674814","2575.117925362370","2783.605609600390"
"2026-02-01","Дивизион_по_розничному_бизнесу","операционные_расходы","4986.455385799250","4885.707091958720","5087.203679639770"
"2026-02-01","Дивизион_информационных_технологий","операционные_расходы","2595.306309887640","2382.376931315900","2808.23568845938"
"2026-02-01","Дирекция_управления_проектами_(ДУП)","операционные_расходы","62.083242109918","-35.349202019917","159.51568623975"
"2026-02-01","Дирекция_телеком-комплектации","операционные_расходы","66.84137093252","-30.291278180585","163.97402004562"
"2026-02-01","Корпоративный_университет","операционные_расходы","-288.72615601608","-386.9451567109","-190.50715532126"
"2026-02-01","Обьединение_""Дивизион_Сеть""","операционные_расходы","2782.298109147450","2323.592627957010","3241.003590337890"
"2026-02-01","Сервисная_Фабрика","операционные_расходы","1927.142288545360","1774.7092933146","2079.57528377616"
"2026-02-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционные_расходы","478.99007592411","183.97925558683","774.0008962613990"
"2025-03-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","8177.026130391200","7915.440579986490","8438.611680795910"
"2025-03-01","Дивизион_по_розничному_бизнесу","операционная прибыль","9280.17594536763","9006.762795240989","9553.589095494270"
"2025-03-01","Дивизион_информационных_технологий","операционная прибыль","-562.23735575454","-826.29981515697","-298.17489635211"
"2025-03-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-68.496588605106","-320.41452082916","183.4213436189470"
"2025-03-01","Дирекция_телеком-комплектации","операционная прибыль","-76.534556418235","-328.14590713205","175.07679429558"
"2025-03-01","Корпоративный_университет","операционная прибыль","82.055540467515","-170.10994352344","334.2210244584730"
"2025-03-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-6587.813623949960","-6860.331312977710","-6315.295934922200"
"2025-03-01","Сервисная_Фабрика","операционная прибыль","-2132.495802923540","-2385.4830316813","-1879.5085741658199"
"2025-03-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-135.542123084881","-405.87832115247","134.7940749827"
"2025-04-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","7123.826730537150","6861.808105827180","7385.845355247120"
"2025-04-01","Дивизион_по_розничному_бизнесу","операционная прибыль","9762.646712494679","9478.924078544100","10046.369346445301"
"2025-04-01","Дивизион_информационных_технологий","операционная прибыль","-819.20801888427","-1085.2149013537","-553.2011364148170"
"2025-04-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-90.248141482883","-342.20309750669","161.70681454092"
"2025-04-01","Дирекция_телеком-комплектации","операционная прибыль","-97.822426202347","-349.43449429433","153.78964188963"
"2025-04-01","Корпоративный_университет","операционная прибыль","107.97429699685","-144.27363694056","360.2222309342670"
"2025-04-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-6495.965462821060","-6772.389553009880","-6219.5413726322304"
"2025-04-01","Сервисная_Фабрика","операционная прибыль","-2491.3228467369","-2744.8673170309","-2237.7783764428500"
"2025-04-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-1785.8522163698","-2057.3277209213","-1514.3767118183600"
"2025-05-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","7799.261244553880","7538.202369812250","8060.320119295500"
"2025-05-01","Дивизион_по_розничному_бизнесу","операционная прибыль","9828.239089354100","9549.4676657593","10107.010512948900"
"2025-05-01","Дивизион_информационных_технологий","операционная прибыль","-380.35542874326","-644.94511211482","-115.7657453717000"
"2025-05-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-103.20645138789","-355.14170106363","148.72879828785"
"2025-05-01","Дирекция_телеком-комплектации","операционная прибыль","-82.976940428917","-334.59161362749","168.63773276965"
"2025-05-01","Корпоративный_университет","операционная прибыль","151.54710536046","-100.77932618503","403.8735369059400"
"2025-05-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-5298.1829133878","-5585.214257340100","-5011.151569435490"
"2025-05-01","Сервисная_Фабрика","операционная прибыль","-2123.28454792911","-2377.10957034046","-1869.45952551776"
"2025-05-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-621.20881079656","-897.78300048333","-344.6346211097860"
"2025-06-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","8072.069580964700","7810.298363400180","8333.84079852923"
"2025-06-01","Дивизион_по_розничному_бизнесу","операционная прибыль","10439.954632681300","10150.791447209700","10729.117818152999"
"2025-06-01","Дивизион_информационных_технологий","операционная прибыль","-427.00255767808","-694.04671176334","-159.95840359283"
"2025-06-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-93.02227841394","-344.96988565428","158.9253288264"
"2025-06-01","Дирекция_телеком-комплектации","операционная прибыль","-76.928868292479","-328.55069252508","174.6929559401220"
"2025-06-01","Корпоративный_университет","операционная прибыль","181.04913011343","-71.348228163745","433.4464883906"
"2025-06-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-5755.576719321220","-6057.227482386600","-5453.925956255850"
"2025-06-01","Сервисная_Фабрика","операционная прибыль","-2188.703324943","-2443.6954639798","-1933.71118590623"
"2025-06-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-120.09139454121","-402.57446216696","162.39167308455"
"2025-07-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","6845.349353646020","6584.340734553480","7106.3579727385704"
"2025-07-01","Дивизион_по_розничному_бизнесу","операционная прибыль","9689.416327897870","9404.736898775260","9974.095757020490"
"2025-07-01","Дивизион_информационных_технологий","операционная прибыль","-889.78743288739","-1156.925580137530","-622.6492856372510"
"2025-07-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-88.778798897099","-340.74327141405","163.18567361985"
"2025-07-01","Дирекция_телеком-комплектации","операционная прибыль","-109.39160200261","-361.03150300299","142.24829899777"
"2025-07-01","Корпоративный_университет","операционная прибыль","199.73747948223","-53.042649219628","452.5176081840770"
"2025-07-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-5448.767022028380","-5777.2714398136","-5120.262604243140"
"2025-07-01","Сервисная_Фабрика","операционная прибыль","-2297.798925301000","-2555.729387235480","-2039.8684633665100"
"2025-07-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-607.96531490254","-930.90121758264","-285.0294122224340"
"2025-08-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","7441.760278435210","7179.486150452650","7704.034406417770"
"2025-08-01","Дивизион_по_розничному_бизнесу","операционная прибыль","10608.913655114500","10323.161539158200","10894.665771070800"
"2025-08-01","Дивизион_информационных_технологий","операционная прибыль","-986.80381201478","-1258.8394796958","-714.7681443337630"
"2025-08-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-100.64326114105","-352.59565190003","151.30912961794"
"2025-08-01","Дирекция_телеком-комплектации","операционная прибыль","-127.017860435298","-378.6643258547","124.62860498411"
"2025-08-01","Корпоративный_университет","операционная прибыль","189.35766906133","-63.202613201539","441.9179513241940"
"2025-08-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-4649.799134920510","-4992.504126746520","-4307.094143094510"
"2025-08-01","Сервисная_Фабрика","операционная прибыль","-2251.4809043314","-2509.601120113060","-1993.360688549700"
"2025-08-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-140.36832462916","-441.76584613217","161.02919687384"
"2025-09-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","8349.382136542250","8086.416748801210","8612.347524283290"
"2025-09-01","Дивизион_по_розничному_бизнесу","операционная прибыль","10814.284265776900","10529.25409270780","11099.314438846101"
"2025-09-01","Дивизион_информационных_технологий","операционная прибыль","-646.65125372447","-917.799142326425","-375.5033651225190"
"2025-09-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-78.338084659413","-330.288345516776","173.61217619795"
"2025-09-01","Дирекция_телеком-комплектации","операционная прибыль","-110.67294540426","-362.33737498819","140.99148417967"
"2025-09-01","Корпоративный_университет","операционная прибыль","234.16084548064","-18.452099805293","486.77379076657"
"2025-09-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-4342.8903549955","-4722.267253678640","-3963.51345631232"
"2025-09-01","Сервисная_Фабрика","операционная прибыль","-2341.456824532250","-2601.350306638090","-2081.5633424264101"
"2025-09-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","168.57623481239","-146.065457226596","483.2179268513750"
"2025-10-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","8146.951834501560","7882.772209935490","8411.131459067630"
"2025-10-01","Дивизион_по_розничному_бизнесу","операционная прибыль","10350.547220659300","10055.180521304501","10645.913920014200"
"2025-10-01","Дивизион_информационных_технологий","операционная прибыль","-830.31471414602","-1103.211354294","-557.4180739980710"
"2025-10-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-218.26084854676","-470.30719194766","33.78549485414"
"2025-10-01","Дирекция_телеком-комплектации","операционная прибыль","-125.06478598887","-376.75930135858","126.62972938085"
"2025-10-01","Корпоративный_университет","операционная прибыль","235.53555179516","-17.144228593455","488.2153321837720"
"2025-10-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-4028.2020808578","-4444.606131634740","-3611.798030080930"
"2025-10-01","Сервисная_Фабрика","операционная прибыль","-2459.0702238592","-2721.730915448460","-2196.409532269960"
"2025-10-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-1048.1523838392","-1384.804880819770","-711.4998868586140"
"2025-11-01","Дивизион_по_корпоративному_бизнесу","операционная прибыль","7879.661259672370","7618.594000896410","8140.728518448340"
"2025-11-01","Дивизион_по_розничному_бизнесу","операционная прибыль","10840.049156860900","10542.13079182510","11137.967521896700"
"2025-11-01","Дивизион_информационных_технологий","операционная прибыль","-762.784699087015","-1038.3813161038","-487.18808207026"
"2025-11-01","Дирекция_управления_проектами_(ДУП)","операционная прибыль","-45.908878442747","-297.89716072974","206.0794038442500"
"2025-11-01","Дирекция_телеком-комплектации","операционная прибыль","-117.75957719792","-369.49073778024","133.9715833843930"
"2025-11-01","Корпоративный_университет","операционная прибыль","238.27448472582","-14.459776078286","491.0087455299280"
"2025-11-01","Обьединение_""Дивизион_Сеть""","операционная прибыль","-3645.651811066650","-4090.1669975949","-3201.136624538400"
"2025-11-01","Сервисная_Фабрика","операционная прибыль","-2409.6963908546","-2675.706722371700","-2143.686059337510"
"2025-11-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","операционная прибыль","-76.962735558325","-433.75313132855","279.8276602118950"
