"Год","Месяц","Отделение(дивизион)","субдивизион_1","субдивизион_2","субдивизион_3","Операционные_расходы_млн_тенге"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.4. Охрана объектов административного назначения (включая ОПС)","0.16229829"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","0.37798097"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","0.3"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","0.0096"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.17. Расх. по начислению налогов и сборов,всего","0.006079"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","0.09939149"
"2024","2","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","1.60833777"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.1. Кабельная продукция","57.03535059"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.2. Топливо","34.52452928"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.3. Запасные части, комплектующие изделия  и прочие материальные затраты","35.17670442"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.4. Электроэнергия","423.27272811"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","3493.99321198"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","195.97919485"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","106.86387039"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.4. Расходы на социальное обеспечение","70.51288609"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","102.79561411"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.7.Обязательные пенсионные взносы работодателя","35.18955331"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.2. Расходы по труду  вспомогательного производственного персонала","38.856362"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.3. Охрана объектов производствен.назначения","173.42281202"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.4. Затраты на обеспечение условий труда и техники безопасности производства","29.618659"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.5. Командировочные расходы","50.8314248"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.6. Подготовка и повышение квалификации кадров","-3.90398754"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.7. Расходы на метрологическое обеспечение","0.249167"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.8. Обслуживание и ремонт технических средств производственного назначения","43.66413654"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.9. Обслуживание и ремонт автотранспорт.средств производственного назначения сторонними организ.","1.31291961"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.11. Коммунальные услуги","6.73968043"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.12. Обслуживание сервисных контрактов","238.16266287"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.19.Эксплуатационные сборы за РЭС","2.780283"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.20. Амортизационные отчисления","2072.37378693"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.21.Страхов.имущ.предй,трансп.,раб.произ. деят","25.60611525"
"2024","2","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.22. Прочие накладные расходы","66.98705186"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","107.66886401"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","4.4813861"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.7. Подготовка и повышение квалификации кадров","1.94919706"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","4.035"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","0.29154637"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.14. Услуги связи","0.05713955"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.16. Представительские расходы","0.32854374"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.17. Расх. по начислению налогов и сборов,всего","474.453658"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.18. Амортизационные отчисления, всего","0.1677885"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","1.21181854"
"2024","2","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","109.35013608"
"2024","2","РДТ ""Алматытелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","-0.38448712"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.2. Топливо","236.4293269"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","415.39062792"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","23.2701189"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","12.40891982"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.4. Расходы на социальное обеспечение","5.96174625"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","11.67997166"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.7.Обязательные пенсионные взносы работодателя","2.75653472"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.1. Затраты на кап. ремонт основн.средств,всего","-4.50289075"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.2. Расходы по труду  вспомогательного производственного персонала","27.15014328"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.4. Затраты на обеспечение условий труда и техники безопасности производства","0.549417"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.5. Командировочные расходы","18.95040167"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.6. Подготовка и повышение квалификации кадров","-0.04858448"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.9. Обслуживание и ремонт автотранспорт.средств производственного назначения сторонними организ.","5.59505656"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.10.Аренда оснвных срв производственного назн.","104.10120368"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.11. Коммунальные услуги","268.14900505"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.20. Амортизационные отчисления","223.9233106"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.21.Страхов.имущ.предй,трансп.,раб.произ. деят","12.59067309"
"2024","2","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.22. Прочие накладные расходы","8.5458447"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.1. Материалы, всего","5.00775562"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","221.12007961"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.3.Ремонт зданий общ.назнач.вкл.оплату подрядч)","-0.195"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","28.41387686"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","7.87280994"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.12. Коммунальные услуги","6.19812234"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","0.40408189"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.14. Услуги связи","9.37701442"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.15. Канцелярские, хозяйственные расходы","0.07660655"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.16. Представительские расходы","0.239205"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.17. Расх. по начислению налогов и сборов,всего","62.789779"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.18. Амортизационные отчисления, всего","4.07999836"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","2.2410083"
"2024","2","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","39.43387685"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","390.2"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","21.8"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","11.5"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","10.2"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.7.Обязательные пенсионные взносы работодателя","5.3"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.2. Расходы по труду  вспомогательного производственного персонала","22.17889128"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.5. Командировочные расходы","0.59800082"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.6. Подготовка и повышение квалификации кадров","0.77745"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.15. Расх. связанные с совместным оказан. услуг","-36.52603601"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.19.Эксплуатационные сборы за РЭС","28.30533336"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.21.Страхов.имущ.предй,трансп.,раб.произ. деят","0.2450183"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.22. Прочие накладные расходы","1.718"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","381.63623058"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.4. Охрана объектов административного назначения (включая ОПС)","5.63059468"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.5. Охрана труда  работников","1.184"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","24.11099885"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.7. Подготовка и повышение квалификации кадров","-13.7641251"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","0.66"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","1.26182367"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.16. Представительские расходы","0.945001"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.17. Расх. по начислению налогов и сборов,всего","0.009528"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.18. Амортизационные отчисления, всего","0.562234"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","5.35115396"
"2024","2","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","47.06643841"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.1. Кабельная продукция","10.57954181"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.3. Запасные части, комплектующие изделия  и прочие материальные затраты","6.70764733"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.5. Наемный транспорт","11.45682521"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","590.0132675"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","40.59647685"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","11.98012326"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.4. Расходы на социальное обеспечение","8.36355759"
"2024","3","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.5. Резерв предстоящих отпусков основ.произвва","98.78682287"
